texture	size	rgba_avg	pixels	rgb_stddev	stddev
smooth_stone.png	16x16	158,158,158,0	256	18.056,18.056,18.056	18.056
magma.png	16x48	142,63,31,0	768	68.813,41.378,16.008	42.066
light_blue_glazed_terracotta.png	16x16	94,164,208,0	256	77.697,65.719,34.989	59.468
nether_wart_block.png	16x16	114,2,2,0	256	18.871,7.449,7.505	11.275
destroy_stage_4.png	16x16	102,102,102,0	41	47.229,47.229,47.229	47.229
furnace_front_on.png	16x16	121,112,93,0	256	70.846,61.737,60.605	64.396
dead_bubble_coral.png	16x16	132,124,120,0	133	20.881,21.344,20.255	20.827
rose_bush_top.png	16x16	131,66,37,0	93	81.703,34.034,12.892	42.876
note_block.png	16x16	88,58,40,0	256	37.760,20.691,15.029	24.493
cocoa_stage2.png	16x16	156,94,43,0	132	44.335,43.566,34.311	40.737
granite.png	16x16	149,103,85,0	256	24.139,20.626,19.657	21.474
jungle_log.png	16x16	85,67,25,0	256	17.116,12.682,5.865	11.888
rail.png	16x16	125,111,88,0	144	29.337,33.529,46.332	36.399
netherite_block.png	16x16	66,61,63,0	256	14.340,15.616,16.687	15.548
anvil.png	16x16	68,68,68,0	256	9.512,9.512,9.512	9.512
birch_sapling.png	16x16	127,160,79,0	98	47.679,34.575,45.912	42.722
fletching_table_front.png	16x16	173,155,111,0	256	51.307,52.675,47.424	50.469
pumpkin_stem.png	16x16	0,0,0,0	256	0.000,0.000,0.975	0.325
red_sand.png	16x16	190,102,33,0	256	10.761,6.932,4.409	7.367
beehive_end.png	16x16	180,146,90,0	256	12.941,10.603,9.329	10.958
iron_ore.png	16x16	136,130,127,0	256	29.089,18.548,13.870	20.502
campfire_fire.png	16x128	219,158,58,0	999	25.180,60.679,65.493	50.450
red_stained_glass.png	16x16	153,51,51,51	256	0.000,0.000,0.000	0.000
horn_coral.png	16x16	209,186,62,0	100	18.110,33.063,9.814	20.329
stone_bricks.png	16x16	122,121,122,0	256	19.304,18.257,19.304	18.955
daylight_detector_inverted_top.png	16x16	106,109,112,0	256	53.015,61.025,75.934	63.325
red_sandstone_bottom.png	16x16	185,98,28,0	256	16.511,12.543,10.460	13.171
gold_block.png	16x16	246,208,61,0	256	14.919,28.184,28.789	23.964
stone.png	16x16	125,125,125,0	256	10.818,10.818,10.818	10.818
light_gray_concrete_powder.png	16x16	154,154,148,0	256	9.659,9.639,10.306	9.868
blue_wool.png	16x16	53,57,157,0	256	5.186,8.078,9.345	7.536
respawn_anchor_top_off.png	16x16	33,21,52,0	256	30.407,21.739,48.580	33.575
repeater_on.png	16x16	169,157,156,0	256	29.624,47.970,47.515	41.703
warped_wart_block.png	16x16	22,119,121,0	256	1.861,17.809,14.862	11.511
stripped_acacia_log_top.png	16x16	166,91,51,0	256	14.426,6.938,5.391	8.918
purpur_pillar_top.png	16x16	0,0,2,0	256	0.000,0.000,1.826	0.609
acacia_planks.png	16x16	168,90,50,0	256	19.368,11.866,7.171	12.801
destroy_stage_6.png	16x16	101,101,101,0	70	46.854,46.854,46.854	46.854
dead_fire_coral_fan.png	16x16	124,118,114,0	105	25.492,24.382,22.814	24.230
purpur_pillar.png	16x16	171,129,171,0	256	17.450,21.553,17.594	18.866
brown_wool.png	16x16	114,71,40,0	256	10.337,7.343,5.574	7.752
debug2.png	16x16	123,119,117,0	256	112.971,120.509,123.921	119.134
blue_glazed_terracotta.png	16x16	47,64,139,0	256	13.615,37.728,56.671	36.005
glass_pane_top.png	16x16	211,239,244,0	32	33.775,16.759,15.988	22.174
smoker_front.png	16x16	87,75,57,0	256	40.692,38.018,39.183	39.298
crafting_table_side.png	16x16	128,102,63,0	256	61.189,53.052,37.594	50.612
dandelion.png	16x16	147,172,43,0	32	101.868,48.843,28.229	59.647
end_portal_frame_eye.png	16x16	35,70,62,0	96	37.015,44.792,30.262	37.356
polished_andesite.png	16x16	132,134,133,0	256	21.999,20.953,20.011	20.988
comparator_on.png	16x16	175,161,159,0	256	32.404,49.958,48.630	43.664
sandstone_bottom.png	16x16	215,202,154,0	256	10.166,17.623,22.823	16.870
composter_ready.png	16x16	116,93,56,0	144	46.212,50.901,46.846	47.987
tube_coral.png	16x16	47,83,197,0	153	14.462,23.576,39.242	25.760
carrots_stage3.png	16x16	81,123,37,0	111	58.268,27.319,7.394	30.994
nether_bricks.png	16x16	0,0,3,0	256	0.000,0.000,1.872	0.624
sunflower_top.png	16x16	49,129,27,0	31	24.827,19.010,17.628	20.488
powered_rail_on.png	16x16	154,109,74,0	172	47.062,58.292,54.093	53.149
dispenser_front_vertical.png	16x16	98,97,97,0	256	31.585,31.951,31.951	31.829
dropper_front_vertical.png	16x16	97,96,96,0	256	31.706,32.049,32.049	31.934
detector_rail_on.png	16x16	137,103,89,0	156	37.894,49.739,52.956	46.863
spruce_sapling.png	16x16	44,60,36,0	83	13.635,22.726,16.230	17.530
enchanting_table_bottom.png	16x16	15,10,24,0	256	17.236,12.370,25.027	18.211
white_terracotta.png	16x16	209,178,161,0	256	1.630,2.619,1.471	1.907
chorus_flower.png	16x16	151,120,151,0	256	67.766,77.720,68.500	71.329
black_terracotta.png	16x16	37,22,16,0	256	0.889,1.011,0.939	0.946
piston_inner.png	16x16	97,97,97,0	256	34.430,34.604,34.604	34.546
bone_block_side.png	16x16	229,225,207,0	256	4.163,4.568,5.681	4.804
lever.png	16x16	111,93,67,0	20	35.646,31.216,32.242	33.035
grass_block_side_overlay.png	16x16	154,154,154,0	45	15.617,15.617,15.617	15.617
warped_door_top.png	16x16	44,126,120,0	256	11.599,30.996,30.580	24.392
pink_concrete_powder.png	16x16	228,153,181,0	256	7.343,16.931,12.633	12.302
pink_stained_glass.png	16x16	242,127,165,68	256	0.000,0.000,0.000	0.000
light_blue_concrete_powder.png	16x16	74,180,213,0	256	10.876,12.984,7.636	10.499
stripped_jungle_log.png	16x16	171,132,84,0	256	14.006,6.282,10.451	10.246
jukebox_side.png	16x16	0,0,4,0	256	0.000,0.000,2.397	0.799
bedrock.png	16x16	85,85,85,0	256	38.115,38.115,38.115	38.115
oak_log.png	16x16	109,85,50,0	256	26.791,20.746,12.326	19.954
magenta_terracotta.png	16x16	149,88,108,0	256	2.474,2.287,1.864	2.208
red_mushroom.png	16x16	216,75,67,0	32	33.095,78.983,65.725	59.267
light_blue_shulker_box.png	16x16	49,163,212,0	256	9.730,17.199,7.702	11.544
smoker_bottom.png	16x16	107,105,103,0	256	24.598,26.192,29.426	26.738
stripped_dark_oak_log.png	16x16	96,76,49,0	256	8.982,5.787,2.637	5.802
pink_stained_glass_pane_top.png	16x16	233,122,159,12	32	6.534,3.609,4.510	4.884
light_blue_concrete.png	16x16	35,137,198,0	256	0.853,0.902,1.081	0.946
crimson_stem_top.png	16x16	107,51,74,0	256	24.484,9.490,14.737	16.237
farmland.png	16x16	143,102,70,0	256	31.172,23.022,16.492	23.562
bamboo_small_leaves.png	16x16	71,113,26,0	83	22.608,37.973,5.689	22.090
hay_block_top.png	16x16	165,139,12,0	256	19.872,19.059,3.984	14.305
oxeye_daisy.png	16x16	179,202,143,0	51	83.857,43.275,101.248	76.126
pink_concrete.png	16x16	213,101,142,0	256	0.741,0.939,0.928	0.869
dead_tube_coral_block.png	16x16	130,123,119,0	256	21.415,21.093,19.742	20.750
sweet_berry_bush_stage0.png	16x16	42,89,56,0	53	14.105,23.747,15.833	17.895
spruce_log_top.png	16x16	108,80,46,0	256	19.645,15.322,9.531	14.833
iron_trapdoor.png	16x16	0,0,3,0	256	0.000,0.000,1.783	0.594
green_glazed_terracotta.png	16x16	117,142,67,0	256	43.775,40.123,65.550	49.816
blast_furnace_top.png	16x16	80,80,81,0	256	14.961,15.231,14.367	14.853
fire_coral_block.png	16x16	163,35,46,0	256	30.678,8.639,6.212	15.176
honey_block_side.png	16x16	250,188,57,33	256	3.204,22.098,37.136	20.813
redstone_lamp_on.png	16x16	142,101,60,0	256	82.219,68.735,50.734	67.230
emerald_block.png	16x16	42,203,87,0	256	34.878,30.608,41.488	35.658
birch_door_bottom.png	16x16	208,194,144,0	256	27.487,31.193,39.171	32.617
soul_sand.png	16x16	81,62,50,0	256	19.579,15.856,13.648	16.361
scaffolding_bottom.png	16x16	208,181,100,0	112	23.425,24.584,24.980	24.330
horn_coral_fan.png	16x16	205,183,61,0	94	15.066,26.275,7.631	16.324
attached_pumpkin_stem.png	16x16	139,139,139,0	33	39.898,39.898,39.898	39.898
red_stained_glass_pane_top.png	16x16	147,48,48,12	32	4.052,1.244,1.244	2.180
tall_grass_top.png	16x16	151,149,151,0	90	21.034,20.141,21.034	20.736
lime_glazed_terracotta.png	16x16	162,197,55,0	256	61.264,27.914,51.185	46.788
frosted_ice_1.png	16x16	139,180,252,30	256	18.010,11.849,2.129	10.663
white_concrete.png	16x16	207,213,214,0	256	0.833,0.808,0.816	0.819
beehive_front.png	16x16	159,128,77,0	256	29.763,25.608,20.293	25.221
warped_nylium.png	16x16	43,114,101,0	256	25.876,22.663,22.337	23.625
light_gray_concrete.png	16x16	125,125,115,0	256	0.730,0.730,0.730	0.730
melon_top.png	16x16	111,144,30,0	256	40.238,20.814,3.213	21.421
quartz_block_side.png	16x16	235,229,222,0	256	5.147,5.559,8.837	6.514
birch_leaves.png	16x16	130,129,130,0	144	20.212,21.899,20.137	20.749
stripped_birch_log.png	16x16	196,176,118,0	256	9.817,11.521,9.836	10.391
enchanting_table_top.png	16x16	128,75,85,0	256	41.787,92.639,76.712	70.379
destroy_stage_0.png	16x16	108,108,108,0	4	54.271,54.271,54.271	54.271
redstone_dust_line0.png	16x16	240,240,240,0	20	15.778,15.778,15.778	15.778
comparator.png	16x16	166,161,159,0	256	39.383,49.756,48.808	45.982
tnt_side.png	16x16	182,88,84,0	256	51.186,77.963,81.331	70.160
acacia_sapling.png	16x16	118,117,23,0	111	12.911,24.826,7.929	15.222
dark_oak_door_bottom.png	16x16	73,49,23,0	256	20.474,15.088,11.371	15.644
turtle_egg_slightly_cracked.png	16x16	218,214,177,0	133	53.206,36.358,38.800	42.788
pink_tulip.png	16x16	99,157,78,0	41	77.161,28.387,93.962	66.503
light_blue_stained_glass_pane_top.png	16x16	97,147,208,12	32	2.822,4.052,5.633	4.169
magenta_glazed_terracotta.png	16x16	208,100,191,0	256	24.562,43.603,18.318	28.828
warped_door_bottom.png	16x16	43,118,112,0	256	10.895,29.108,29.876	23.293
cracked_polished_blackstone_bricks.png	16x16	43,37,43,0	256	16.844,19.127,23.215	19.729
respawn_anchor_side2.png	16x16	44,28,65,0	256	42.299,34.542,51.875	42.905
soul_soil.png	16x16	75,57,46,0	256	16.093,12.467,10.425	12.995
dead_brain_coral.png	16x16	133,125,120,0	112	17.673,19.851,19.749	19.091
gray_stained_glass_pane_top.png	16x16	73,73,73,12	32	2.026,2.026,2.026	2.026
brown_stained_glass.png	16x16	102,76,51,68	256	0.000,0.000,0.000	0.000
lectern_base.png	16x16	163,122,75,0	256	28.048,37.079,22.972	29.366
composter_bottom.png	16x16	116,71,32,0	256	20.756,17.252,13.852	17.287
black_wool.png	16x16	20,21,25,0	256	8.123,7.536,7.238	7.632
grindstone_pivot.png	16x16	73,45,21,0	60	13.886,8.208,3.804	8.632
melon_stem.png	16x16	153,153,153,0	35	40.801,40.801,40.801	40.801
furnace_front.png	16x16	91,91,91,0	256	53.261,53.407,53.407	53.358
dead_fire_coral_block.png	16x16	131,123,119,0	256	18.941,19.281,18.022	18.748
birch_door_top.png	16x16	220,209,176,0	256	35.252,39.963,51.498	42.238
stonecutter_bottom.png	16x16	118,117,118,0	256	21.040,20.776,21.053	20.956
end_stone.png	16x16	219,222,158,0	256	14.211,19.070,16.685	16.655
coarse_dirt.png	16x16	119,85,59,0	256	32.882,24.503,18.726	25.370
warped_nylium_side.png	16x16	72,61,59,0	256	33.666,39.785,35.090	36.180
hay_block_side.png	16x16	166,136,38,0	256	21.797,32.344,7.147	20.430
dark_oak_sapling.png	16x16	61,90,30,0	110	34.460,33.575,14.242	27.426
target_top.png	16x16	226,170,157,0	256	22.213,81.991,74.500	59.568
brown_shulker_box.png	16x16	106,66,35,0	256	9.053,6.110,4.358	6.507
chiseled_quartz_block.png	16x16	231,226,218,0	256	7.410,7.078,11.440	8.643
grass_block_side.png	16x16	126,107,65,0	256	28.276,37.590,18.180	28.015
clay.png	16x16	160,166,179,0	256	7.213,6.400,9.371	7.661
black_concrete_powder.png	16x16	25,26,31,0	256	8.424,7.846,7.197	7.822
stripped_oak_log.png	16x16	177,144,86,0	256	13.612,12.301,9.951	11.955
iron_door_top.png	16x16	193,192,192,0	208	26.932,26.541,26.541	26.671
destroy_stage_9.png	16x16	101,101,101,0	145	46.666,46.666,46.666	46.666
polished_blackstone.png	16x16	53,48,56,0	256	13.228,14.967,19.474	15.890
gray_shulker_box.png	16x16	55,58,62,0	256	7.201,8.119,8.226	7.849
cracked_stone_bricks.png	16x16	118,117,118,0	256	19.224,18.480,19.224	18.976
purple_stained_glass_pane_top.png	16x16	122,61,171,12	32	3.609,1.591,4.846	3.349
emerald_ore.png	16x16	117,136,124,0	256	40.900,35.345,31.369	35.871
lectern_sides.png	16x16	149,117,67,0	256	28.404,22.932,15.571	22.302
lava_still.png	16x320	212,90,18,0	5120	7.154,23.970,12.081	14.402
beetroots_stage0.png	16x16	65,137,41,0	15	19.338,27.279,2.928	16.515
campfire_log_lit.png	16x64	110,88,54,0	1024	74.199,50.426,30.965	51.863
frosted_ice_3.png	16x16	135,178,252,20	256	19.613,12.875,2.998	11.829
cartography_table_side3.png	16x16	69,43,20,0	256	17.421,10.739,5.059	11.073
white_glazed_terracotta.png	16x16	188,212,202,0	256	90.501,47.365,65.186	67.684
azure_bluet.png	16x16	169,204,127,0	43	79.548,39.977,92.997	70.841
white_concrete_powder.png	16x16	225,227,227,0	256	8.709,8.151,8.026	8.295
lapis_ore.png	16x16	99,110,132,0	256	46.083,27.229,21.325	31.546
blue_shulker_box.png	16x16	43,45,140,0	256	7.659,8.105,16.583	10.782
acacia_door_bottom.png	16x16	162,91,57,0	184	34.233,19.468,16.479	23.393
respawn_anchor_bottom.png	16x16	32,10,60,0	256	35.102,11.978,63.925	37.002
yellow_concrete.png	16x16	240,175,21,0	256	1.050,0.998,0.839	0.962
warped_fungus.png	16x16	74,109,87,0	50	85.271,49.590,47.485	60.782
nether_sprouts.png	16x16	19,151,133,0	31	2.204,21.443,0.486	8.044
obsidian.png	16x16	15,10,24,0	256	17.236,12.370,25.027	18.211
polished_blackstone_bricks.png	16x16	46,41,48,0	256	15.752,18.205,22.481	18.813
quartz_bricks.png	16x16	234,229,221,0	256	6.444,6.648,10.562	7.885
orange_terracotta.png	16x16	161,83,37,0	256	2.533,2.146,1.961	2.213
birch_log_top.png	16x16	193,179,135,0	256	35.501,34.892,41.255	37.216
lime_shulker_box.png	16x16	99,172,23,0	256	14.307,18.771,2.155	11.744
peony_top.png	16x16	129,126,139,0	110	99.305,55.150,106.521	86.992
spruce_door_top.png	16x16	106,80,48,0	256	22.486,17.102,16.495	18.694
furnace_top.png	16x16	110,109,109,0	256	27.023,27.700,27.700	27.474
jigsaw_top.png	16x16	80,69,81,0	256	76.754,66.521,76.213	73.163
podzol_top.png	16x16	91,63,24,0	256	20.742,11.936,3.168	11.949
rose_bush_bottom.png	16x16	97,83,37,0	179	72.659,41.782,10.578	41.673
tnt_bottom.png	16x16	166,66,53,0	256	32.097,44.270,51.802	42.723
dead_bubble_coral_fan.png	16x16	140,134,130,0	112	24.028,25.244,24.430	24.567
command_block_back.png	16x64	173,131,106,0	1024	38.497,41.700,57.802	46.000
fletching_table_top.png	16x16	197,180,133,0	256	28.651,29.319,37.003	31.658
brain_coral_block.png	16x16	207,91,159,0	256	19.889,26.764,19.141	21.931
repeating_command_block_front.png	16x64	129,111,176,0	1024	38.725,44.913,43.304	42.314
wet_sponge.png	16x16	171,181,70,0	256	22.545,21.586,8.167	17.433
dead_tube_coral.png	16x16	118,111,107,0	153	20.681,19.569,18.484	19.578
bricks.png	16x16	150,97,83,0	256	21.079,24.640,28.039	24.586
carrots_stage1.png	16x16	52,120,40,0	42	17.925,23.755,2.646	14.775
acacia_log.png	16x16	103,96,86,0	256	15.132,14.043,13.425	14.200
end_portal_frame_top.png	16x16	91,120,97,0	256	73.619,63.773,45.193	60.862
tall_seagrass_top.png	16x304	59,139,14,0	1446	14.488,12.164,17.699	14.784
dead_horn_coral_block.png	16x16	133,126,122,0	256	22.761,23.793,22.975	23.176
orange_tulip.png	16x16	93,142,30,0	41	71.716,20.774,17.836	36.776
lily_of_the_valley.png	16x16	123,174,95,0	52	73.456,44.423,89.523	69.134
wheat_stage0.png	16x16	0,0,0,0	256	0.000,0.000,0.639	0.213
damaged_anvil_top.png	16x16	72,72,72,0	160	15.683,15.353,15.353	15.463
purple_concrete_powder.png	16x16	131,55,177,0	256	8.798,5.114,7.579	7.163
dead_horn_coral.png	16x16	142,135,129,0	100	13.612,15.401,14.904	14.639
pink_terracotta.png	16x16	161,78,78,0	256	2.588,2.254,2.085	2.309
peony_bottom.png	16x16	86,101,93,0	141	88.759,49.366,94.992	77.706
redstone_torch_off.png	16x16	101,69,43,0	20	40.544,45.893,28.695	38.377
dark_oak_log_top.png	16x16	64,42,21,0	256	13.688,7.727,4.040	8.485
hopper_top.png	16x16	75,74,75,0	156	12.645,11.577,10.343	11.522
orange_glazed_terracotta.png	16x16	154,147,91,0	256	106.874,40.083,80.954	75.970
stripped_spruce_log_top.png	16x16	105,80,46,0	256	23.780,15.394,9.948	16.374
black_stained_glass.png	16x16	25,25,25,68	256	0.000,0.000,0.000	0.000
ancient_debris_top.png	16x16	94,66,58,0	256	36.011,40.934,41.296	39.414
yellow_shulker_box.png	16x16	248,188,29,0	256	5.392,10.484,6.617	7.497
repeating_command_block_conditional.png	16x64	127,109,171,0	1024	40.692,47.183,45.580	44.485
jungle_planks.png	16x16	160,115,80,0	256	28.150,22.894,19.800	23.615
green_concrete_powder.png	16x16	97,119,44,0	256	6.279,8.694,4.696	6.556
stripped_warped_stem.png	16x16	57,150,147,0	256	7.465,9.592,11.342	9.466
smithing_table_front.png	16x16	56,37,38,0	256	25.162,16.415,21.255	20.944
redstone_torch.png	16x16	171,79,44,0	26	78.919,77.219,57.214	71.117
blue_terracotta.png	16x16	74,59,91,0	256	1.219,1.620,1.156	1.332
grass.png	16x16	145,145,145,0	140	22.252,22.127,22.252	22.210
birch_trapdoor.png	16x16	207,194,157,0	256	39.119,44.399,54.951	46.156
yellow_terracotta.png	16x16	186,133,35,0	256	2.348,2.367,1.788	2.168
gravel.png	16x16	131,127,126,0	256	15.929,17.411,17.851	17.064
enchanting_table_side.png	16x16	49,46,57,0	192	62.737,84.568,74.433	73.913
bee_nest_top.png	16x16	202,160,74,0	256	53.831,59.861,29.631	47.775
brown_concrete.png	16x16	96,59,31,0	256	0.630,0.544,0.625	0.600
allium.png	16x16	158,137,183,0	38	56.649,37.201,85.875	59.908
magenta_stained_glass.png	16x16	178,76,216,68	256	0.000,0.000,0.000	0.000
blue_stained_glass_pane_top.png	16x16	48,73,171,12	32	1.244,2.026,4.846	2.705
stripped_acacia_log.png	16x16	174,92,59,0	256	11.427,3.366,2.669	5.821
purple_shulker_box.png	16x16	103,32,156,0	256	12.973,5.471,14.057	10.834
brown_glazed_terracotta.png	16x16	119,106,85,0	256	62.222,27.427,39.867	43.172
destroy_stage_5.png	16x16	102,102,102,0	55	47.047,47.047,47.047	47.047
pumpkin_side.png	16x16	195,114,24,0	256	34.432,28.754,14.725	25.970
gilded_blackstone.png	16x16	56,43,38,0	256	41.696,32.175,21.555	31.809
sunflower_front.png	16x16	246,196,54,0	52	14.801,35.778,16.629	22.403
command_block_conditional.png	16x64	178,133,105,0	1024	36.748,39.529,54.724	43.667
cornflower.png	16x16	79,121,146,0	35	24.594,26.455,82.713	44.587
mycelium_top.png	16x16	0,0,4,0	256	0.000,0.000,2.211	0.737
stripped_warped_stem_top.png	16x16	0,0,2,0	256	0.000,0.000,2.028	0.676
destroy_stage_3.png	16x16	101,101,101,0	28	47.372,47.372,47.372	47.372
polished_granite.png	16x16	154,106,89,0	256	24.343,21.068,19.909	21.773
white_tulip.png	16x16	93,164,71,0	45	63.817,35.685,79.193	59.565
hopper_inside.png	16x16	49,49,53,0	256	8.295,7.979,7.864	8.046
purple_concrete.png	16x16	100,31,156,0	256	0.651,0.687,0.693	0.677
smithing_table_top.png	16x16	57,58,70,0	256	10.551,10.936,16.168	12.552
crying_obsidian.png	16x16	32,10,60,0	256	35.102,11.978,63.925	37.002
farmland_moist.png	16x16	81,44,15,0	256	20.052,13.292,10.795	14.713
scaffolding_side.png	16x16	206,178,98,0	136	30.768,33.513,27.571	30.617
dark_prismarine.png	16x16	51,91,75,0	256	8.419,23.162,17.863	16.482
loom_top.png	16x16	142,119,91,0	256	54.411,49.426,51.990	51.942
light_gray_shulker_box.png	16x16	124,124,115,0	256	17.779,17.779,17.462	17.673
lava_flow.png	32x512	207,91,19,0	16384	7.536,23.736,13.047	14.773
white_shulker_box.png	16x16	215,220,221,0	256	16.036,15.337,14.933	15.436
fire_coral_fan.png	16x16	158,34,45,0	105	34.967,10.441,6.701	17.370
bone_block_top.png	16x16	209,206,179,0	256	13.759,14.222,18.082	15.354
crimson_stem.png	16x80	92,25,29,0	1280	26.667,13.220,21.472	20.453
stripped_crimson_stem_top.png	16x16	0,0,2,0	256	0.000,0.000,1.901	0.634
chiseled_red_sandstone.png	16x16	183,96,27,0	256	18.839,14.416,12.064	15.106
jungle_leaves.png	16x16	156,154,143,0	178	27.542,25.478,34.127	29.049
stripped_spruce_log.png	16x16	115,89,52,0	256	11.745,4.646,3.536	6.643
ancient_debris_side.png	16x16	95,63,55,0	256	24.153,28.260,28.638	27.017
stripped_birch_log_top.png	16x16	191,171,116,0	256	16.993,17.752,14.790	16.512
stripped_jungle_log_top.png	16x16	165,122,81,0	256	12.411,10.533,11.796	11.580
sugar_cane.png	16x16	148,192,101,0	141	28.827,29.504,35.693	31.341
spruce_log.png	16x16	58,37,16,0	256	11.723,9.499,5.950	9.057
warped_stem_top.png	16x16	57,103,103,0	256	11.470,40.252,34.232	28.651
gold_ore.png	16x16	143,140,125,0	256	46.066,39.792,31.471	39.110
crimson_roots_pot.png	16x16	127,8,41,6	63	33.999,4.191,9.452	15.881
powered_rail.png	16x16	137,109,74,0	172	52.472,58.454,53.984	54.970
bamboo_stage0.png	16x16	92,89,35,0	55	33.278,41.109,25.255	33.214
cracked_nether_bricks.png	16x16	40,20,23,0	256	14.556,6.799,7.964	9.773
brown_concrete_powder.png	16x16	125,84,53,0	256	9.526,7.058,5.589	7.391
dark_oak_log.png	16x16	60,46,26,0	256	11.519,8.741,5.702	8.654
smoker_front_on.png	16x48	118,97,66,0	768	52.561,41.688,46.141	46.797
lodestone_side.png	16x16	119,119,123,0	256	33.846,34.486,33.821	34.051
bee_nest_bottom.png	16x16	160,127,87,0	256	38.663,36.946,26.908	34.172
lime_concrete_powder.png	16x16	125,189,41,0	256	9.285,8.134,6.475	7.965
grass_block_top.png	16x16	147,147,147,0	256	17.737,17.737,17.737	17.737
twisting_vines_plant.png	16x16	20,135,122,0	90	2.204,29.545,18.843	16.864
lodestone_top.png	16x16	147,149,152,0	256	22.178,24.336,27.688	24.734
wheat_stage4.png	16x16	0,0,1,0	256	0.000,0.000,2.672	0.891
red_concrete.png	16x16	142,32,32,0	256	0.758,0.901,0.901	0.853
blue_ice.png	16x16	116,167,253,0	256	13.975,9.835,1.204	8.338
cocoa_stage0.png	16x16	133,135,62,0	55	27.742,31.194,15.488	24.808
observer_side.png	16x16	70,68,68,0	256	27.296,27.550,27.550	27.466
magenta_wool.png	16x16	189,68,179,0	256	12.385,13.029,13.444	12.953
andesite.png	16x16	136,136,136,0	256	15.991,16.214,15.095	15.767
oak_log_top.png	16x16	151,121,73,0	256	36.142,30.414,19.852	28.803
oak_door_top.png	16x16	139,110,65,0	208	30.951,25.175,21.325	25.817
tall_grass_bottom.png	16x16	128,128,128,0	187	23.313,21.439,23.313	22.688
detector_rail.png	16x16	123,104,90,0	156	32.715,50.527,53.958	45.733
lime_stained_glass_pane_top.png	16x16	122,196,24,12	32	3.609,5.633,0.793	3.345
shulker_box.png	16x16	0,0,12,0	256	0.000,0.000,6.020	2.007
cobweb.png	16x16	228,233,234,0	105	24.047,19.969,18.365	20.794
nether_quartz_ore.png	16x16	117,65,62,0	256	41.424,54.467,49.593	48.495
chain.png	16x16	51,57,74,0	56	13.839,13.495,13.521	13.618
brewing_stand_base.png	16x16	116,105,105,0	256	13.678,13.974,13.974	13.876
spruce_door_bottom.png	16x16	105,80,48,0	256	20.173,19.025,22.415	20.538
purple_terracotta.png	16x16	118,70,86,0	256	2.662,2.117,2.136	2.305
water_flow.png	32x1024	168,168,168,37	32768	12.108,12.108,12.108	12.108
wheat_stage5.png	16x16	0,0,2,0	256	0.000,0.000,3.054	1.018
iron_door_bottom.png	16x16	195,194,194,0	256	25.040,24.702,24.702	24.814
white_stained_glass.png	16x16	255,255,255,68	256	0.000,0.000,0.000	0.000
light_blue_terracotta.png	16x16	113,108,137,0	256	2.014,1.383,1.077	1.491
cartography_table_side1.png	16x16	72,50,34,0	256	32.814,29.812,51.645	38.091
dried_kelp_top.png	16x16	50,58,38,0	256	36.542,33.461,31.220	33.741
iron_block.png	16x16	220,220,220,0	256	17.904,18.033,18.033	17.990
chain_command_block_conditional.png	16x64	129,161,147,0	1024	42.067,40.553,41.029	41.216
water_still.png	16x512	177,177,177,37	8192	17.722,17.722,17.722	17.722
chain_command_block_side.png	16x64	131,161,147,0	1024	41.875,41.281,41.559	41.572
rail_corner.png	16x16	130,115,89,0	108	30.382,33.969,46.831	37.061
scaffolding_top.png	16x16	174,134,80,0	232	35.856,39.861,23.762	33.160
structure_block_load.png	16x16	69,57,70,0	256	63.958,52.726,63.366	60.016
attached_melon_stem.png	16x16	0,0,0,0	256	0.000,0.000,0.789	0.263
cake_top.png	16x16	248,222,214,0	196	15.820,67.318,64.483	49.207
diamond_block.png	16x16	98,237,228,0	256	50.558,19.710,14.073	28.114
jigsaw_lock.png	16x16	45,38,47,0	256	45.890,41.777,45.563	44.410
spruce_trapdoor.png	16x16	103,79,47,0	256	17.424,12.666,14.404	14.831
purple_wool.png	16x16	121,42,172,0	256	13.423,9.047,12.332	11.601
dead_bubble_coral_block.png	16x16	131,123,119,0	256	18.627,19.332,18.327	18.762
podzol_side.png	16x16	122,87,57,0	256	32.732,24.437,22.724	26.631
jungle_sapling.png	16x16	47,81,16,0	86	5.987,29.953,8.949	14.963
green_shulker_box.png	16x16	79,100,31,0	256	5.342,8.250,3.332	5.642
cactus_side.png	16x16	88,130,45,0	228	27.174,26.221,24.765	26.053
large_fern_bottom.png	16x16	131,131,131,0	176	22.315,20.189,22.315	21.606
water_overlay.png	16x16	165,165,165,37	256	0.000,0.000,0.000	0.000
crimson_door_top.png	16x16	114,54,79,0	256	26.183,9.654,15.159	16.999
gray_concrete.png	16x16	54,57,61,0	256	0.533,0.533,0.533	0.533
jungle_trapdoor.png	16x16	152,110,77,0	214	33.050,24.918,19.866	25.945
dark_oak_door_top.png	16x16	76,51,25,0	256	23.572,18.847,11.183	17.867
dispenser_front.png	16x16	0,0,6,0	256	0.000,0.000,3.763	1.254
jukebox_top.png	16x16	93,64,47,0	256	38.600,20.185,12.417	23.734
purple_stained_glass.png	16x16	127,63,178,68	256	0.000,0.000,0.000	0.000
blast_furnace_side.png	16x16	107,107,107,0	256	34.118,34.467,33.976	34.187
large_fern_top.png	16x16	0,0,1,0	256	0.000,0.000,1.676	0.559
cauldron_inner.png	16x16	49,49,53,0	256	8.295,7.979,7.864	8.046
